state_index,agent_index,source_identity,scenario,seed,intersection_id,request_kind,status,call_latency_s,parallel_batch_wall_latency_s,input_tokens,cached_input_tokens,output_tokens,estimated_input_tokens,exact_intent_agreement_with_batched,independent_intent,batched_intent
2,6,S2_agentic_governed_2112|13|e381f27575a3cc2c6a73ab5145ec9891324c90d41cd147ab5fbc2e2ff2ce73c0,S2,2112,62426694,emergency,ok,2.475017540000408,2.977457176999451,922,0,64,1086,True,keep_local_plan,keep_local_plan
2,7,S2_agentic_governed_2112|13|e381f27575a3cc2c6a73ab5145ec9891324c90d41cd147ab5fbc2e2ff2ce73c0,S2,2112,cluster_1098574052_1098574061_247379905,emergency,ok,1.9097582769973087,2.977457176999451,879,0,76,1042,False,keep_local_plan,request_fallback
3,0,S2_agentic_governed_2105|14|87c8f34c9274deb93ecba96902c5aa5d1b73b7767487419f4afa08336d09bb93,S2,2105,247379907,scheduled,ok,1.168098297999677,2.267360912002914,866,0,68,1029,False,emergency_priority,emergency_priority
3,1,S2_agentic_governed_2105|14|87c8f34c9274deb93ecba96902c5aa5d1b73b7767487419f4afa08336d09bb93,S2,2105,252017285,scheduled,ok,1.1922382339980686,2.267360912002914,1000,0,66,1165,False,bias_corridor,request_fallback
3,2,S2_agentic_governed_2105|14|87c8f34c9274deb93ecba96902c5aa5d1b73b7767487419f4afa08336d09bb93,S2,2105,256201389,scheduled,ok,1.3043709029989259,2.267360912002914,860,0,64,1023,False,keep_local_plan,keep_local_plan
3,3,S2_agentic_governed_2105|14|87c8f34c9274deb93ecba96902c5aa5d1b73b7767487419f4afa08336d09bb93,S2,2105,26110729,scheduled,ok,1.4491575149986602,2.267360912002914,926,0,68,1090,False,request_fallback,request_fallback
3,4,S2_agentic_governed_2105|14|87c8f34c9274deb93ecba96902c5aa5d1b73b7767487419f4afa08336d09bb93,S2,2105,280120513,scheduled,ok,2.199345536002511,2.267360912002914,976,0,66,1141,False,bias_corridor,keep_local_plan
3,5,S2_agentic_governed_2105|14|87c8f34c9274deb93ecba96902c5aa5d1b73b7767487419f4afa08336d09bb93,S2,2105,32319828,scheduled,ok,1.2820003960005124,2.267360912002914,854,0,64,1017,False,keep_local_plan,keep_local_plan
3,6,S2_agentic_governed_2105|14|87c8f34c9274deb93ecba96902c5aa5d1b73b7767487419f4afa08336d09bb93,S2,2105,62426694,scheduled,ok,1.558560571000271,2.267360912002914,923,0,66,1087,False,bias_corridor,keep_local_plan
3,7,S2_agentic_governed_2105|14|87c8f34c9274deb93ecba96902c5aa5d1b73b7767487419f4afa08336d09bb93,S2,2105,cluster_1098574052_1098574061_247379905,scheduled,ok,1.7515734400003566,2.267360912002914,878,0,76,1041,False,keep_local_plan,request_fallback
4,0,S2_agentic_governed_2103|10|ab13c43f544ed50a947982ec2f01e59f9de796242328d9ef9ffe6b8cfe5ba702,S2,2103,247379907,scheduled+incident,ok,1.1716078960016603,2.486855209001078,867,0,64,1030,True,keep_local_plan,keep_local_plan
4,1,S2_agentic_governed_2103|10|ab13c43f544ed50a947982ec2f01e59f9de796242328d9ef9ffe6b8cfe5ba702,S2,2103,252017285,scheduled+incident,ok,1.381201038002473,2.486855209001078,1002,0,66,1167,False,bias_corridor,keep_local_plan
4,2,S2_agentic_governed_2103|10|ab13c43f544ed50a947982ec2f01e59f9de796242328d9ef9ffe6b8cfe5ba702,S2,2103,256201389,scheduled+incident,ok,1.2363576739990094,2.486855209001078,862,0,64,1025,True,keep_local_plan,keep_local_plan
4,3,S2_agentic_governed_2103|10|ab13c43f544ed50a947982ec2f01e59f9de796242328d9ef9ffe6b8cfe5ba702,S2,2103,26110729,scheduled+incident,ok,1.2314058839983772,2.486855209001078,929,0,64,1093,False,keep_local_plan,bias_corridor
4,4,S2_agentic_governed_2103|10|ab13c43f544ed50a947982ec2f01e59f9de796242328d9ef9ffe6b8cfe5ba702,S2,2103,280120513,scheduled+incident,ok,1.9760967199981678,2.486855209001078,977,0,65,1142,False,coordinate_offset,keep_local_plan
4,5,S2_agentic_governed_2103|10|ab13c43f544ed50a947982ec2f01e59f9de796242328d9ef9ffe6b8cfe5ba702,S2,2103,32319828,scheduled+incident,ok,1.296568843001296,2.486855209001078,856,0,64,1019,False,keep_local_plan,request_fallback
4,6,S2_agentic_governed_2103|10|ab13c43f544ed50a947982ec2f01e59f9de796242328d9ef9ffe6b8cfe5ba702,S2,2103,62426694,scheduled+incident,ok,1.4376120400011132,2.486855209001078,923,0,66,1087,False,bias_corridor,keep_local_plan
4,7,S2_agentic_governed_2103|10|ab13c43f544ed50a947982ec2f01e59f9de796242328d9ef9ffe6b8cfe5ba702,S2,2103,cluster_1098574052_1098574061_247379905,scheduled+incident,ok,2.4324274780010455,2.486855209001078,880,0,76,1043,False,keep_local_plan,keep_local_plan
5,0,S3_agentic_governed_2119|11|c267a0330c66c100306789bded76ee1882e981b1d19d1ba48f730c270d9120b5,S3,2119,247379907,detector_outage,ok,1.4531705420013168,2.1490367099977448,863,0,66,1026,False,request_fallback,request_fallback
5,1,S3_agentic_governed_2119|11|c267a0330c66c100306789bded76ee1882e981b1d19d1ba48f730c270d9120b5,S3,2119,252017285,detector_outage,ok,1.6394610520001152,2.1490367099977448,985,0,66,1150,False,request_fallback,request_fallback
5,2,S3_agentic_governed_2119|11|c267a0330c66c100306789bded76ee1882e981b1d19d1ba48f730c270d9120b5,S3,2119,256201389,detector_outage,ok,1.2711942819987598,2.1490367099977448,857,0,66,1020,False,request_fallback,request_fallback
5,3,S3_agentic_governed_2119|11|c267a0330c66c100306789bded76ee1882e981b1d19d1ba48f730c270d9120b5,S3,2119,26110729,detector_outage,ok,1.8337463150019175,2.1490367099977448,917,0,66,1081,False,request_fallback,request_fallback
5,4,S3_agentic_governed_2119|11|c267a0330c66c100306789bded76ee1882e981b1d19d1ba48f730c270d9120b5,S3,2119,280120513,detector_outage,ok,1.5752201050017902,2.1490367099977448,967,0,68,1132,False,request_fallback,request_fallback
5,5,S3_agentic_governed_2119|11|c267a0330c66c100306789bded76ee1882e981b1d19d1ba48f730c270d9120b5,S3,2119,32319828,detector_outage,ok,2.112328379000246,2.1490367099977448,851,0,66,1014,False,request_fallback,request_fallback
5,6,S3_agentic_governed_2119|11|c267a0330c66c100306789bded76ee1882e981b1d19d1ba48f730c270d9120b5,S3,2119,62426694,detector_outage,ok,1.2516582210009801,2.1490367099977448,913,0,66,1077,False,request_fallback,request_fallback
5,7,S3_agentic_governed_2119|11|c267a0330c66c100306789bded76ee1882e981b1d19d1ba48f730c270d9120b5,S3,2119,cluster_1098574052_1098574061_247379905,detector_outage,ok,1.7951082510007836,2.1490367099977448,875,0,80,1038,False,request_fallback,request_fallback
6,0,S3_agentic_governed_2118|14|0a0adc6e3fcab160c417c83ac754ce5c08640787374815f6f79e011180bef964,S3,2118,247379907,emergency,ok,1.2514372030018421,5.078847737997421,867,0,66,1030,False,keep_local_plan,keep_local_plan
6,1,S3_agentic_governed_2118|14|0a0adc6e3fcab160c417c83ac754ce5c08640787374815f6f79e011180bef964,S3,2118,252017285,emergency,ok,1.6161145160003798,5.078847737997421,1001,0,64,1166,False,keep_local_plan,request_fallback
6,2,S3_agentic_governed_2118|14|0a0adc6e3fcab160c417c83ac754ce5c08640787374815f6f79e011180bef964,S3,2118,256201389,emergency,ok,1.6058440130000236,5.078847737997421,861,0,64,1024,True,keep_local_plan,keep_local_plan
6,3,S3_agentic_governed_2118|14|0a0adc6e3fcab160c417c83ac754ce5c08640787374815f6f79e011180bef964,S3,2118,26110729,emergency,ok,1.5475698400005058,5.078847737997421,927,0,66,1091,True,bias_corridor,bias_corridor
6,4,S3_agentic_governed_2118|14|0a0adc6e3fcab160c417c83ac754ce5c08640787374815f6f79e011180bef964,S3,2118,280120513,emergency,ok,5.029712337000092,5.078847737997421,977,0,66,1142,False,request_fallback,request_fallback
6,5,S3_agentic_governed_2118|14|0a0adc6e3fcab160c417c83ac754ce5c08640787374815f6f79e011180bef964,S3,2118,32319828,emergency,ok,1.4153973430002225,5.078847737997421,854,0,64,1017,False,keep_local_plan,keep_local_plan
6,6,S3_agentic_governed_2118|14|0a0adc6e3fcab160c417c83ac754ce5c08640787374815f6f79e011180bef964,S3,2118,62426694,emergency,ok,1.9080834650012548,5.078847737997421,921,0,68,1085,False,request_fallback,request_fallback
6,7,S3_agentic_governed_2118|14|0a0adc6e3fcab160c417c83ac754ce5c08640787374815f6f79e011180bef964,S3,2118,cluster_1098574052_1098574061_247379905,emergency,ok,3.8215740749983524,5.078847737997421,878,0,76,1041,True,keep_local_plan,keep_local_plan
7,0,S3_agentic_governed_2106|9|bc190c8e956e7fe07f219b28e58ed45dad6aec8d6e52c5082a4f1f0882e73b48,S3,2106,247379907,scheduled,ok,1.8916567529995518,2.047476629999437,865,0,66,1028,False,request_fallback,request_fallback
7,1,S3_agentic_governed_2106|9|bc190c8e956e7fe07f219b28e58ed45dad6aec8d6e52c5082a4f1f0882e73b48,S3,2106,252017285,scheduled,ok,2.0383656150006573,2.047476629999437,1000,0,66,1165,False,request_fallback,keep_local_plan
7,2,S3_agentic_governed_2106|9|bc190c8e956e7fe07f219b28e58ed45dad6aec8d6e52c5082a4f1f0882e73b48,S3,2106,256201389,scheduled,ok,1.2097646949987393,2.047476629999437,859,0,66,1022,False,request_fallback,request_fallback
7,3,S3_agentic_governed_2106|9|bc190c8e956e7fe07f219b28e58ed45dad6aec8d6e52c5082a4f1f0882e73b48,S3,2106,26110729,scheduled,ok,1.8760298850029358,2.047476629999437,925,0,66,1089,False,request_fallback,keep_local_plan
7,4,S3_agentic_governed_2106|9|bc190c8e956e7fe07f219b28e58ed45dad6aec8d6e52c5082a4f1f0882e73b48,S3,2106,280120513,scheduled,ok,1.1677336969987664,2.047476629999437,975,0,66,1140,False,request_fallback,request_fallback
7,5,S3_agentic_governed_2106|9|bc190c8e956e7fe07f219b28e58ed45dad6aec8d6e52c5082a4f1f0882e73b48,S3,2106,32319828,scheduled,ok,1.6642682689998765,2.047476629999437,796,0,66,959,False,keep_local_plan,keep_local_plan
7,6,S3_agentic_governed_2106|9|bc190c8e956e7fe07f219b28e58ed45dad6aec8d6e52c5082a4f1f0882e73b48,S3,2106,62426694,scheduled,ok,1.5993445300009625,2.047476629999437,920,0,66,1084,False,request_fallback,keep_local_plan
7,7,S3_agentic_governed_2106|9|bc190c8e956e7fe07f219b28e58ed45dad6aec8d6e52c5082a4f1f0882e73b48,S3,2106,cluster_1098574052_1098574061_247379905,scheduled,ok,1.7566420490002201,2.047476629999437,877,0,76,1040,False,keep_local_plan,bias_corridor
8,0,S3_agentic_governed_2107|10|581a63d19e5d2c139881bd4cce5982d48100abbaeb7ba8a1faf840a0281f8f83,S3,2107,247379907,scheduled+incident,ok,2.3106212450002204,2.314918503001536,867,0,68,1030,False,request_fallback,request_fallback
8,1,S3_agentic_governed_2107|10|581a63d19e5d2c139881bd4cce5982d48100abbaeb7ba8a1faf840a0281f8f83,S3,2107,252017285,scheduled+incident,ok,1.2614167770007043,2.314918503001536,1002,0,64,1167,False,keep_local_plan,bias_corridor
8,2,S3_agentic_governed_2107|10|581a63d19e5d2c139881bd4cce5982d48100abbaeb7ba8a1faf840a0281f8f83,S3,2107,256201389,scheduled+incident,ok,1.3513369639986195,2.314918503001536,862,0,64,1025,False,keep_local_plan,keep_local_plan
8,3,S3_agentic_governed_2107|10|581a63d19e5d2c139881bd4cce5982d48100abbaeb7ba8a1faf840a0281f8f83,S3,2107,26110729,scheduled+incident,ok,1.4829847070031974,2.314918503001536,929,0,66,1093,False,request_fallback,keep_local_plan
8,4,S3_agentic_governed_2107|10|581a63d19e5d2c139881bd4cce5982d48100abbaeb7ba8a1faf840a0281f8f83,S3,2107,280120513,scheduled+incident,ok,1.2963787449989468,2.314918503001536,977,0,66,1142,False,bias_corridor,request_fallback
8,5,S3_agentic_governed_2107|10|581a63d19e5d2c139881bd4cce5982d48100abbaeb7ba8a1faf840a0281f8f83,S3,2107,32319828,scheduled+incident,ok,1.852139029000682,2.314918503001536,856,0,66,1019,False,request_fallback,request_fallback
8,6,S3_agentic_governed_2107|10|581a63d19e5d2c139881bd4cce5982d48100abbaeb7ba8a1faf840a0281f8f83,S3,2107,62426694,scheduled+incident,ok,1.6339980519987876,2.314918503001536,923,0,64,1087,False,keep_local_plan,keep_local_plan
8,7,S3_agentic_governed_2107|10|581a63d19e5d2c139881bd4cce5982d48100abbaeb7ba8a1faf840a0281f8f83,S3,2107,cluster_1098574052_1098574061_247379905,scheduled+incident,ok,1.9732834930000536,2.314918503001536,880,0,76,1043,False,keep_local_plan,keep_local_plan
9,0,S4_agentic_governed_3106|11|fb61108a06f05c8aacf064717c8354e6c5d87d4758b6d58829a963b44343ff11,S4,3106,247379907,detector_outage,ok,1.52674840599866,2.786876897000184,863,0,66,1026,False,request_fallback,request_fallback
9,1,S4_agentic_governed_3106|11|fb61108a06f05c8aacf064717c8354e6c5d87d4758b6d58829a963b44343ff11,S4,3106,252017285,detector_outage,ok,1.7639221060017007,2.786876897000184,985,0,66,1150,False,request_fallback,request_fallback
9,2,S4_agentic_governed_3106|11|fb61108a06f05c8aacf064717c8354e6c5d87d4758b6d58829a963b44343ff11,S4,3106,256201389,detector_outage,ok,1.3933792709976842,2.786876897000184,857,0,66,1020,True,request_fallback,request_fallback
9,3,S4_agentic_governed_3106|11|fb61108a06f05c8aacf064717c8354e6c5d87d4758b6d58829a963b44343ff11,S4,3106,26110729,detector_outage,ok,1.5873708929975692,2.786876897000184,918,0,66,1082,False,request_fallback,bias_corridor
9,4,S4_agentic_governed_3106|11|fb61108a06f05c8aacf064717c8354e6c5d87d4758b6d58829a963b44343ff11,S4,3106,280120513,detector_outage,ok,2.324563014000887,2.786876897000184,916,0,66,1080,False,request_fallback,request_fallback
9,5,S4_agentic_governed_3106|11|fb61108a06f05c8aacf064717c8354e6c5d87d4758b6d58829a963b44343ff11,S4,3106,32319828,detector_outage,ok,1.6666496569996525,2.786876897000184,851,0,66,1014,True,request_fallback,request_fallback
9,6,S4_agentic_governed_3106|11|fb61108a06f05c8aacf064717c8354e6c5d87d4758b6d58829a963b44343ff11,S4,3106,62426694,detector_outage,ok,1.5533331260012346,2.786876897000184,912,0,66,1076,True,request_fallback,request_fallback
9,7,S4_agentic_governed_3106|11|fb61108a06f05c8aacf064717c8354e6c5d87d4758b6d58829a963b44343ff11,S4,3106,cluster_1098574052_1098574061_247379905,detector_outage,ok,2.7197531730016635,2.786876897000184,875,0,78,1038,False,request_fallback,request_fallback
10,0,S4_agentic_governed_3104|15|52ddd00c51a53e412527f2edef18073a846a1afa4191924710efed388092794f,S4,3104,247379907,emergency,ok,1.699152031000267,8.14347167699816,867,0,66,1030,False,request_fallback,request_fallback
10,1,S4_agentic_governed_3104|15|52ddd00c51a53e412527f2edef18073a846a1afa4191924710efed388092794f,S4,3104,252017285,emergency,ok,2.140529721000348,8.14347167699816,1000,0,68,1165,False,request_fallback,request_fallback
10,2,S4_agentic_governed_3104|15|52ddd00c51a53e412527f2edef18073a846a1afa4191924710efed388092794f,S4,3104,256201389,emergency,ok,2.039460138999857,8.14347167699816,861,0,64,1024,False,keep_local_plan,keep_local_plan
10,3,S4_agentic_governed_3104|15|52ddd00c51a53e412527f2edef18073a846a1afa4191924710efed388092794f,S4,3104,26110729,emergency,ok,8.129546348998701,8.14347167699816,928,0,64,1092,True,keep_local_plan,keep_local_plan
10,4,S4_agentic_governed_3104|15|52ddd00c51a53e412527f2edef18073a846a1afa4191924710efed388092794f,S4,3104,280120513,emergency,ok,4.018431773001794,8.14347167699816,977,0,66,1142,False,request_fallback,request_fallback
10,5,S4_agentic_governed_3104|15|52ddd00c51a53e412527f2edef18073a846a1afa4191924710efed388092794f,S4,3104,32319828,emergency,ok,2.035756984998443,8.14347167699816,855,0,66,1018,False,request_fallback,request_fallback
10,6,S4_agentic_governed_3104|15|52ddd00c51a53e412527f2edef18073a846a1afa4191924710efed388092794f,S4,3104,62426694,emergency,ok,2.8685000369987392,8.14347167699816,922,0,66,1086,False,request_fallback,request_fallback
10,7,S4_agentic_governed_3104|15|52ddd00c51a53e412527f2edef18073a846a1afa4191924710efed388092794f,S4,3104,cluster_1098574052_1098574061_247379905,emergency,ok,4.03311930199925,8.14347167699816,879,0,76,1042,False,keep_local_plan,keep_local_plan
11,0,S4_agentic_governed_3110|13|d066fbc862dcdacde06af1635a548450bb21a3e683230d8429bf9d0cec8668cb,S4,3110,247379907,malicious_peer,ok,1.5536285749985836,2.637396702000842,867,0,66,1030,False,bias_corridor,keep_local_plan
11,1,S4_agentic_governed_3110|13|d066fbc862dcdacde06af1635a548450bb21a3e683230d8429bf9d0cec8668cb,S4,3110,252017285,malicious_peer,ok,1.4243968260016118,2.637396702000842,996,0,64,1161,False,keep_local_plan,request_fallback
11,2,S4_agentic_governed_3110|13|d066fbc862dcdacde06af1635a548450bb21a3e683230d8429bf9d0cec8668cb,S4,3110,256201389,malicious_peer,ok,1.3570843870002136,2.637396702000842,862,0,66,1025,False,request_fallback,request_fallback
11,3,S4_agentic_governed_3110|13|d066fbc862dcdacde06af1635a548450bb21a3e683230d8429bf9d0cec8668cb,S4,3110,26110729,malicious_peer,ok,2.628765616002056,2.637396702000842,928,0,66,1092,False,bias_corridor,bias_corridor
11,4,S4_agentic_governed_3110|13|d066fbc862dcdacde06af1635a548450bb21a3e683230d8429bf9d0cec8668cb,S4,3110,280120513,malicious_peer,ok,1.581286339001963,2.637396702000842,977,0,66,1142,False,request_fallback,request_fallback
11,5,S4_agentic_governed_3110|13|d066fbc862dcdacde06af1635a548450bb21a3e683230d8429bf9d0cec8668cb,S4,3110,32319828,malicious_peer,ok,2.3377898479993746,2.637396702000842,855,0,66,1018,False,request_fallback,request_fallback
11,6,S4_agentic_governed_3110|13|d066fbc862dcdacde06af1635a548450bb21a3e683230d8429bf9d0cec8668cb,S4,3110,62426694,malicious_peer,ok,1.5396997749994625,2.637396702000842,922,0,65,1086,False,coordinate_offset,keep_local_plan
11,7,S4_agentic_governed_3110|13|d066fbc862dcdacde06af1635a548450bb21a3e683230d8429bf9d0cec8668cb,S4,3110,cluster_1098574052_1098574061_247379905,malicious_peer,ok,1.874167555000895,2.637396702000842,879,0,80,1042,False,request_fallback,request_fallback
12,0,S4_agentic_governed_3110|17|02866b15e05b64c90573368977b88a95bbedf31f5a01227fcbf3b4cb80b20245,S4,3110,247379907,scheduled,ok,1.2432273109989183,3.1903655960013566,866,0,65,1029,False,emergency_priority,emergency_priority
12,1,S4_agentic_governed_3110|17|02866b15e05b64c90573368977b88a95bbedf31f5a01227fcbf3b4cb80b20245,S4,3110,252017285,scheduled,ok,3.185328737999953,3.1903655960013566,1000,0,66,1165,False,bias_corridor,request_fallback
12,2,S4_agentic_governed_3110|17|02866b15e05b64c90573368977b88a95bbedf31f5a01227fcbf3b4cb80b20245,S4,3110,256201389,scheduled,ok,1.7776840680016903,3.1903655960013566,860,0,66,1023,False,request_fallback,request_fallback
12,3,S4_agentic_governed_3110|17|02866b15e05b64c90573368977b88a95bbedf31f5a01227fcbf3b4cb80b20245,S4,3110,26110729,scheduled,ok,1.7843495769993751,3.1903655960013566,926,0,66,1090,False,request_fallback,bias_corridor
12,4,S4_agentic_governed_3110|17|02866b15e05b64c90573368977b88a95bbedf31f5a01227fcbf3b4cb80b20245,S4,3110,280120513,scheduled,ok,1.6322513810009696,3.1903655960013566,976,0,66,1141,False,request_fallback,request_fallback
12,5,S4_agentic_governed_3110|17|02866b15e05b64c90573368977b88a95bbedf31f5a01227fcbf3b4cb80b20245,S4,3110,32319828,scheduled,ok,1.5680112519985414,3.1903655960013566,854,0,66,1017,False,request_fallback,request_fallback
12,6,S4_agentic_governed_3110|17|02866b15e05b64c90573368977b88a95bbedf31f5a01227fcbf3b4cb80b20245,S4,3110,62426694,scheduled,ok,1.5428159879993473,3.1903655960013566,921,0,66,1085,False,request_fallback,keep_local_plan
12,7,S4_agentic_governed_3110|17|02866b15e05b64c90573368977b88a95bbedf31f5a01227fcbf3b4cb80b20245,S4,3110,cluster_1098574052_1098574061_247379905,scheduled,ok,2.72271217999878,3.1903655960013566,878,0,78,1041,False,request_fallback,request_fallback
13,0,S4_agentic_governed_3103|10|6a47f7b905eefa380ca2117a39bb9aa3de005d38c048ad341c2ca13ab8c422e5,S4,3103,247379907,scheduled+incident,ok,1.7744987969999784,1.7784787560012774,867,0,66,1030,False,keep_local_plan,request_fallback
13,1,S4_agentic_governed_3103|10|6a47f7b905eefa380ca2117a39bb9aa3de005d38c048ad341c2ca13ab8c422e5,S4,3103,252017285,scheduled+incident,ok,1.2998910339993017,1.7784787560012774,1001,0,66,1166,False,bias_corridor,keep_local_plan
13,2,S4_agentic_governed_3103|10|6a47f7b905eefa380ca2117a39bb9aa3de005d38c048ad341c2ca13ab8c422e5,S4,3103,256201389,scheduled+incident,ok,1.3014734860007593,1.7784787560012774,862,0,64,1025,True,keep_local_plan,keep_local_plan
13,3,S4_agentic_governed_3103|10|6a47f7b905eefa380ca2117a39bb9aa3de005d38c048ad341c2ca13ab8c422e5,S4,3103,26110729,scheduled+incident,ok,1.6924074680027843,1.7784787560012774,929,0,66,1093,False,bias_corridor,bias_corridor
13,4,S4_agentic_governed_3103|10|6a47f7b905eefa380ca2117a39bb9aa3de005d38c048ad341c2ca13ab8c422e5,S4,3103,280120513,scheduled+incident,ok,1.3143567139995866,1.7784787560012774,976,0,66,1141,False,bias_corridor,request_fallback
13,5,S4_agentic_governed_3103|10|6a47f7b905eefa380ca2117a39bb9aa3de005d38c048ad341c2ca13ab8c422e5,S4,3103,32319828,scheduled+incident,ok,1.3457687299996905,1.7784787560012774,856,0,64,1019,False,keep_local_plan,keep_local_plan
13,6,S4_agentic_governed_3103|10|6a47f7b905eefa380ca2117a39bb9aa3de005d38c048ad341c2ca13ab8c422e5,S4,3103,62426694,scheduled+incident,ok,1.518082582999341,1.7784787560012774,923,0,64,1087,True,keep_local_plan,keep_local_plan
