state_index,repetition,source_identity,scenario,seed,status,latency_s,input_tokens,cached_input_tokens,output_tokens,estimated_input_tokens,output_sha256,state_mean_agent_modal_agreement,state_unique_exact_outputs,state_valid_repetitions,state_all_repetitions_valid
2,3,S2_agentic_governed_2112|13|e381f27575a3cc2c6a73ab5145ec9891324c90d41cd147ab5fbc2e2ff2ce73c0,S2,2112,ok,4.735393316997943,2914,2816,397,3167.0,607ef4f252389a891868f7cbf6f0bc44eaacfcf8f010bd148f55c22606324526,0.65,5,5,True
2,4,S2_agentic_governed_2112|13|e381f27575a3cc2c6a73ab5145ec9891324c90d41cd147ab5fbc2e2ff2ce73c0,S2,2112,ok,3.1460617290031223,2914,2816,398,3167.0,db8deaf8015df3f24e80e2704f541e85b8274251d47f727c19cdcee9139a8458,0.65,5,5,True
3,0,S2_agentic_governed_2105|14|87c8f34c9274deb93ecba96902c5aa5d1b73b7767487419f4afa08336d09bb93,S2,2105,InvalidSupervisorResponseError,3.1712967370003753,2915,2816,389,,,0.225,2,2,False
3,1,S2_agentic_governed_2105|14|87c8f34c9274deb93ecba96902c5aa5d1b73b7767487419f4afa08336d09bb93,S2,2105,ok,6.590048237998417,2915,2816,403,3168.0,b4c6fa9decd7eb60e2d100e74c12c1c0aacb8e9d2dbdf56b3c89638687842cb2,0.225,2,2,False
3,2,S2_agentic_governed_2105|14|87c8f34c9274deb93ecba96902c5aa5d1b73b7767487419f4afa08336d09bb93,S2,2105,InvalidSupervisorResponseError,4.385672361997422,2915,2816,387,,,0.225,2,2,False
3,3,S2_agentic_governed_2105|14|87c8f34c9274deb93ecba96902c5aa5d1b73b7767487419f4afa08336d09bb93,S2,2105,InvalidSupervisorResponseError,4.247187501001463,2915,2816,392,,,0.225,2,2,False
3,4,S2_agentic_governed_2105|14|87c8f34c9274deb93ecba96902c5aa5d1b73b7767487419f4afa08336d09bb93,S2,2105,ok,3.098561710998183,2915,2816,404,3168.0,5ee00b72e186fa1ff5f87bdf8799fe02d2b073ff2093a8fcf88bcc32f8f76709,0.225,2,2,False
4,0,S2_agentic_governed_2103|10|ab13c43f544ed50a947982ec2f01e59f9de796242328d9ef9ffe6b8cfe5ba702,S2,2103,ok,3.12865823500033,2914,0,395,3167.0,16cc10a44e7776a79c17a393d5c55034bfc9e4bd5b526fb0267df8c810871a98,0.625,5,5,True
4,1,S2_agentic_governed_2103|10|ab13c43f544ed50a947982ec2f01e59f9de796242328d9ef9ffe6b8cfe5ba702,S2,2103,ok,3.112450505999732,2914,0,400,3167.0,92e7214f5efc4b515e840a9298ee3aa568ddcead56b38395500527ec08426243,0.625,5,5,True
4,2,S2_agentic_governed_2103|10|ab13c43f544ed50a947982ec2f01e59f9de796242328d9ef9ffe6b8cfe5ba702,S2,2103,ok,3.4989660559986078,2914,2816,399,3167.0,768e6fa7983bf8d2ce957fde6ed07849dccc152aed0aa0606e4579bdd4b5563c,0.625,5,5,True
4,3,S2_agentic_governed_2103|10|ab13c43f544ed50a947982ec2f01e59f9de796242328d9ef9ffe6b8cfe5ba702,S2,2103,ok,3.591565138001897,2914,2816,398,3167.0,1208e59e20a18406320120b29c82e8d990db97c4c819c88d3a559b1d3e34993c,0.625,5,5,True
4,4,S2_agentic_governed_2103|10|ab13c43f544ed50a947982ec2f01e59f9de796242328d9ef9ffe6b8cfe5ba702,S2,2103,ok,3.659364387000096,2914,2816,395,3167.0,0a2dd3fa5f80f3eb7c0da36abf1f06ac1a177e6bc35c0a4a949f41e4199233b4,0.625,5,5,True
5,0,S3_agentic_governed_2119|11|c267a0330c66c100306789bded76ee1882e981b1d19d1ba48f730c270d9120b5,S3,2119,ok,3.3296407340021688,2839,0,406,3092.0,d841fca4e08e6aca4608af53dfb017734b81329947485ea80b961225e4bc31a0,0.775,4,5,True
5,1,S3_agentic_governed_2119|11|c267a0330c66c100306789bded76ee1882e981b1d19d1ba48f730c270d9120b5,S3,2119,ok,3.6251728070019453,2839,1792,407,3092.0,58c144fa055601dc90e9f0bb8abd548c36d118247cfeebfaad87d7d5077f6fde,0.775,4,5,True
5,2,S3_agentic_governed_2119|11|c267a0330c66c100306789bded76ee1882e981b1d19d1ba48f730c270d9120b5,S3,2119,ok,3.478993934997561,2839,1792,407,3092.0,3990cb7a75b186d811fb5ded15bcfb172b57d64c5e47a7022be53f0ef295b8ac,0.775,4,5,True
5,3,S3_agentic_governed_2119|11|c267a0330c66c100306789bded76ee1882e981b1d19d1ba48f730c270d9120b5,S3,2119,ok,3.465794903000642,2839,1792,407,3092.0,938cfaaa3052a245f62a7f5d003f8fc3289286aea2897b5897ccae45066ab4bb,0.775,4,5,True
5,4,S3_agentic_governed_2119|11|c267a0330c66c100306789bded76ee1882e981b1d19d1ba48f730c270d9120b5,S3,2119,ok,4.211050455000077,2839,1792,407,3092.0,938cfaaa3052a245f62a7f5d003f8fc3289286aea2897b5897ccae45066ab4bb,0.775,4,5,True
6,0,S3_agentic_governed_2118|14|0a0adc6e3fcab160c417c83ac754ce5c08640787374815f6f79e011180bef964,S3,2118,ok,3.274177133000194,2911,0,402,3164.0,1a82beccacdffff7036d6e1fe9b6bcee76e03b69d499afc123d502c7383d4601,0.6,5,5,True
6,1,S3_agentic_governed_2118|14|0a0adc6e3fcab160c417c83ac754ce5c08640787374815f6f79e011180bef964,S3,2118,ok,3.147942925003008,2911,2816,404,3164.0,3e67a3222b3090228c38991c36a2f66c1766a71b5d63a51a1b57365b8168d8cc,0.6,5,5,True
6,2,S3_agentic_governed_2118|14|0a0adc6e3fcab160c417c83ac754ce5c08640787374815f6f79e011180bef964,S3,2118,ok,2.982223380000505,2911,2816,403,3164.0,bbe80c49184902aff5ec76ff3e25115ccf72f69adcbe04a66478db2e57f5c5fa,0.6,5,5,True
6,3,S3_agentic_governed_2118|14|0a0adc6e3fcab160c417c83ac754ce5c08640787374815f6f79e011180bef964,S3,2118,ok,4.473877290998644,2911,2816,403,3164.0,524e649171ecf78727013aab1e78f69d81d3bd53d921547f6f81763bae2d2410,0.6,5,5,True
6,4,S3_agentic_governed_2118|14|0a0adc6e3fcab160c417c83ac754ce5c08640787374815f6f79e011180bef964,S3,2118,ok,2.9940559140013647,2911,2816,401,3164.0,ab1e8b0c36303ddb975c0de0055171570759c1cd8ffc9b7198ea5d4c465b3bec,0.6,5,5,True
7,0,S3_agentic_governed_2106|9|bc190c8e956e7fe07f219b28e58ed45dad6aec8d6e52c5082a4f1f0882e73b48,S3,2106,ok,3.3911438710019866,2849,0,397,3102.0,1b2fe74982c4680e2b4ab6114ebabcb7394c2a15cf34781e7af56a69a2fa44ff,0.375,5,5,True
7,1,S3_agentic_governed_2106|9|bc190c8e956e7fe07f219b28e58ed45dad6aec8d6e52c5082a4f1f0882e73b48,S3,2106,ok,2.970743442998355,2849,1792,400,3102.0,b8946b8244f85fa87965a0f4acaf6c4e098493667dec0ebeb69bf5054877a840,0.375,5,5,True
7,2,S3_agentic_governed_2106|9|bc190c8e956e7fe07f219b28e58ed45dad6aec8d6e52c5082a4f1f0882e73b48,S3,2106,ok,2.813128397003311,2849,1792,400,3102.0,b3988758ac1b667349ffed8978308a24f2d957adb2cf40905f97776c82c803fe,0.375,5,5,True
7,3,S3_agentic_governed_2106|9|bc190c8e956e7fe07f219b28e58ed45dad6aec8d6e52c5082a4f1f0882e73b48,S3,2106,ok,4.636467479002022,2849,1792,402,3102.0,a498962884494339a72ad20f36ae53a53dc2deb36be7702bf0ad6e0cd8510a09,0.375,5,5,True
7,4,S3_agentic_governed_2106|9|bc190c8e956e7fe07f219b28e58ed45dad6aec8d6e52c5082a4f1f0882e73b48,S3,2106,ok,3.458619417000591,2849,1792,397,3102.0,651406e6d7fd53af560a28e4af6f6d3bf24e8b777edda093fd31be491fa3f560,0.375,5,5,True
8,0,S3_agentic_governed_2107|10|581a63d19e5d2c139881bd4cce5982d48100abbaeb7ba8a1faf840a0281f8f83,S3,2107,ok,3.778965168996365,2914,0,397,3167.0,84a832330f865dd46c55a6c89396df7e77a7576b94fe39799d111906505e6467,0.325,5,5,True
8,1,S3_agentic_governed_2107|10|581a63d19e5d2c139881bd4cce5982d48100abbaeb7ba8a1faf840a0281f8f83,S3,2107,ok,3.321034292002878,2914,2816,397,3167.0,6f8b26cf1769f5c502128d997e4a46f757c9cbac4c57d4147a6b177935fa5fa0,0.325,5,5,True
8,2,S3_agentic_governed_2107|10|581a63d19e5d2c139881bd4cce5982d48100abbaeb7ba8a1faf840a0281f8f83,S3,2107,ok,5.733691338002245,2914,2816,399,3167.0,513d7927f23df5c4b436f6017164e003ff390ebc8b64d85e2bea475ecd48a931,0.325,5,5,True
8,3,S3_agentic_governed_2107|10|581a63d19e5d2c139881bd4cce5982d48100abbaeb7ba8a1faf840a0281f8f83,S3,2107,ok,3.840800666999712,2914,2816,399,3167.0,6c6dd4c96c9fe3675aad71fb5e901742c33a6b325485b6658731691b5fa1afdb,0.325,5,5,True
8,4,S3_agentic_governed_2107|10|581a63d19e5d2c139881bd4cce5982d48100abbaeb7ba8a1faf840a0281f8f83,S3,2107,ok,3.4235488240010454,2914,2816,399,3167.0,840ee94a9650f6ca8983fca2931f76a68bc02ed9360d56a968c7c9f0bb7b8776,0.325,5,5,True
9,0,S4_agentic_governed_3106|11|fb61108a06f05c8aacf064717c8354e6c5d87d4758b6d58829a963b44343ff11,S4,3106,ok,4.094794872999046,2788,0,407,3040.0,b6e57c01f234cb3395c960f328b8d7ca6ffde419deab0265dccac6653d2acbb5,0.55,5,5,True
9,1,S4_agentic_governed_3106|11|fb61108a06f05c8aacf064717c8354e6c5d87d4758b6d58829a963b44343ff11,S4,3106,ok,3.663932229999773,2788,1792,403,3040.0,d84d3266701390ec77992c766f935a37dc6aee64bcca3bd70a71814611da3582,0.55,5,5,True
9,2,S4_agentic_governed_3106|11|fb61108a06f05c8aacf064717c8354e6c5d87d4758b6d58829a963b44343ff11,S4,3106,ok,3.397822582999652,2788,1792,405,3040.0,a4190692c5f919afec5977c5275aea408d4818bbe83f6ae9b0b634e36ad8a0aa,0.55,5,5,True
9,3,S4_agentic_governed_3106|11|fb61108a06f05c8aacf064717c8354e6c5d87d4758b6d58829a963b44343ff11,S4,3106,ok,3.275872520000121,2788,1792,407,3040.0,dca10952fdbbe4b055020de8c77d8472e0de6ee1ba0bc8f6032543cfc337bab2,0.55,5,5,True
9,4,S4_agentic_governed_3106|11|fb61108a06f05c8aacf064717c8354e6c5d87d4758b6d58829a963b44343ff11,S4,3106,ok,4.094398077999358,2788,1792,407,3040.0,46b00d127b041206e6fa9efd7131b8a0293a8f1161736857073d11aec8b0bc53,0.55,5,5,True
10,0,S4_agentic_governed_3104|15|52ddd00c51a53e412527f2edef18073a846a1afa4191924710efed388092794f,S4,3104,ok,3.0678458779984794,2914,0,397,3167.0,f3f9bd0a6c924108e866a6594e01fbaf5b764e586aa5cd2e7919b97fecb91dc9,0.375,5,5,True
10,1,S4_agentic_governed_3104|15|52ddd00c51a53e412527f2edef18073a846a1afa4191924710efed388092794f,S4,3104,ok,3.276693585998146,2914,2816,401,3167.0,76e52b0c40b60e4b7e829babbee98dff38e508e5e6442bfb78d7e4339c8341ae,0.375,5,5,True
10,2,S4_agentic_governed_3104|15|52ddd00c51a53e412527f2edef18073a846a1afa4191924710efed388092794f,S4,3104,ok,4.197051265000482,2914,2816,399,3167.0,1cba360c97d662b6e99f5c5f72be340c48e457760da1d66e8072903b55015a72,0.375,5,5,True
10,3,S4_agentic_governed_3104|15|52ddd00c51a53e412527f2edef18073a846a1afa4191924710efed388092794f,S4,3104,ok,3.580218839000736,2914,2816,403,3167.0,a57914adbf7472896b1f76c5472a58a70b12f580eb046e91d9dde249f4b6aea0,0.375,5,5,True
10,4,S4_agentic_governed_3104|15|52ddd00c51a53e412527f2edef18073a846a1afa4191924710efed388092794f,S4,3104,ok,5.117975220000517,2914,2816,403,3167.0,bdc010a06ef4088dff3ac92e77129b25d36fda16dec44a7e689a2211844f2d08,0.375,5,5,True
11,0,S4_agentic_governed_3110|13|d066fbc862dcdacde06af1635a548450bb21a3e683230d8429bf9d0cec8668cb,S4,3110,ok,3.6963989340001717,2904,0,403,3157.0,537821d7b4f8593307f327c13f263ec673466c48ef142fb6eecc06f581d54055,0.575,5,5,True
11,1,S4_agentic_governed_3110|13|d066fbc862dcdacde06af1635a548450bb21a3e683230d8429bf9d0cec8668cb,S4,3110,ok,3.7751697130006505,2904,1792,405,3157.0,1f2f49c86e39d007d6e6555d14d954ec6f48519a804aef2c2d62066f5a678a2e,0.575,5,5,True
11,2,S4_agentic_governed_3110|13|d066fbc862dcdacde06af1635a548450bb21a3e683230d8429bf9d0cec8668cb,S4,3110,ok,3.17213956300111,2904,1792,402,3157.0,d0839a3dea9223ed95e7ee6a086f1e0702cc6f834aabc39dd93b2783ca562649,0.575,5,5,True
11,3,S4_agentic_governed_3110|13|d066fbc862dcdacde06af1635a548450bb21a3e683230d8429bf9d0cec8668cb,S4,3110,ok,3.318109405001451,2904,1792,405,3157.0,902020891180bb1e70cd8e6c9bd3a0173cb9df184caf2c416e34285db0245af7,0.575,5,5,True
11,4,S4_agentic_governed_3110|13|d066fbc862dcdacde06af1635a548450bb21a3e683230d8429bf9d0cec8668cb,S4,3110,ok,3.2302615759981563,2904,1792,403,3157.0,113f238ef870efb14a975d386ed47919f511d9734ff0490a2287f90e13153831,0.575,5,5,True
12,0,S4_agentic_governed_3110|17|02866b15e05b64c90573368977b88a95bbedf31f5a01227fcbf3b4cb80b20245,S4,3110,ok,3.351269054997829,2913,0,403,3166.0,e8a7c984bb81d5672ed9e5572295417f77252f045a10d83356b295adf2920cba,0.42500000000000004,5,5,True
12,1,S4_agentic_governed_3110|17|02866b15e05b64c90573368977b88a95bbedf31f5a01227fcbf3b4cb80b20245,S4,3110,ok,4.345256458000222,2913,2816,405,3166.0,5fbcb9adc64899035d7ea6c50b6002996ecd1b0a116b6a2b153e3d3cf4180880,0.42500000000000004,5,5,True
12,2,S4_agentic_governed_3110|17|02866b15e05b64c90573368977b88a95bbedf31f5a01227fcbf3b4cb80b20245,S4,3110,ok,3.970587872001488,2913,2816,405,3166.0,bf7b6092a5dec8d002e5587275144e369097e9c465cedf1abcc4f4eaaa5478f2,0.42500000000000004,5,5,True
12,3,S4_agentic_governed_3110|17|02866b15e05b64c90573368977b88a95bbedf31f5a01227fcbf3b4cb80b20245,S4,3110,ok,3.229806319999625,2913,2816,406,3166.0,f4b7ccc5c8e68a09a8830e485673e7891e56ece8a6e506506881023755da4641,0.42500000000000004,5,5,True
12,4,S4_agentic_governed_3110|17|02866b15e05b64c90573368977b88a95bbedf31f5a01227fcbf3b4cb80b20245,S4,3110,ok,3.114685806001944,2913,2816,404,3166.0,bf8be365954f08f0c2facd87d01547fc83081940170402c4a0d33aefcc68da1d,0.42500000000000004,5,5,True
13,0,S4_agentic_governed_3103|10|6a47f7b905eefa380ca2117a39bb9aa3de005d38c048ad341c2ca13ab8c422e5,S4,3103,ok,4.211772872000438,2912,0,398,3165.0,0111d81d7d69a133a4a4e0959bd21f710f18486a7082808096054f914af4e23e,0.45,5,5,True
13,1,S4_agentic_governed_3103|10|6a47f7b905eefa380ca2117a39bb9aa3de005d38c048ad341c2ca13ab8c422e5,S4,3103,ok,3.0483381640005973,2912,2816,401,3165.0,9f54eefb6ba7e971593f23972d557be2be0a64ebbddb352b1d59a037dd26e0a5,0.45,5,5,True
13,2,S4_agentic_governed_3103|10|6a47f7b905eefa380ca2117a39bb9aa3de005d38c048ad341c2ca13ab8c422e5,S4,3103,ok,3.087363130001904,2912,2816,399,3165.0,d8d7aa168d0fcd92c0d302ff3a4369c0186b98092e16ac29d3a1ba036f89c823,0.45,5,5,True
13,3,S4_agentic_governed_3103|10|6a47f7b905eefa380ca2117a39bb9aa3de005d38c048ad341c2ca13ab8c422e5,S4,3103,ok,3.4304238129989244,2912,2816,400,3165.0,db4f951da9072fdf456585164468f6afdd74f05e2bae55a497926e496f53a010,0.45,5,5,True
13,4,S4_agentic_governed_3103|10|6a47f7b905eefa380ca2117a39bb9aa3de005d38c048ad341c2ca13ab8c422e5,S4,3103,ok,2.9577528729969345,2912,2816,399,3165.0,c9af0cc3430327c7d563a444ccb254a1748fbd6398f30f0f969631e30cfe518f,0.45,5,5,True
14,0,S4_agentic_governed_3108|14|294e1a58917a20d5303a9f94a3ed333eaf937ce4a58a7b876536f69b30678a4d,S4,3108,ok,3.197525057999883,2893,0,405,3146.0,2dcc9746711cfa633f6c85a773b35d7ab1295a41d043d7c8a603b019583df7cc,0.5750000000000001,5,5,True
14,1,S4_agentic_governed_3108|14|294e1a58917a20d5303a9f94a3ed333eaf937ce4a58a7b876536f69b30678a4d,S4,3108,ok,3.62967771699914,2893,1792,403,3146.0,40bcfef90bdb9d19ac0d00b6acc7fe4db3f41e964095a181b83e28152d552226,0.5750000000000001,5,5,True
14,2,S4_agentic_governed_3108|14|294e1a58917a20d5303a9f94a3ed333eaf937ce4a58a7b876536f69b30678a4d,S4,3108,ok,3.039258233999135,2893,1792,402,3146.0,f27d84c27cfbf604daf5bab5f4ec3bafb01a3a3057725585cbfd38c531230b8e,0.5750000000000001,5,5,True
14,3,S4_agentic_governed_3108|14|294e1a58917a20d5303a9f94a3ed333eaf937ce4a58a7b876536f69b30678a4d,S4,3108,ok,3.1045551110000815,2893,1792,402,3146.0,9f45bef1441c8ee30434b829531614608c95da487ef2e858ef6947c6aa0a3bba,0.5750000000000001,5,5,True
14,4,S4_agentic_governed_3108|14|294e1a58917a20d5303a9f94a3ed333eaf937ce4a58a7b876536f69b30678a4d,S4,3108,ok,3.125241396999627,2893,1792,405,3146.0,89587d6746558555d1abf70f5195b8998451a07f3d4c304cf9ee4e806ea88988,0.5750000000000001,5,5,True
15,0,S0_agentic_governed_2107|29|7e75a0f6af5da011fab7121f4a4631a3f7a6428616871ca98e41c564348b7133,S0,2107,ok,3.4920019889977993,2903,0,396,3156.0,bcde87046f8ec0ca7b006fe76b705072772a30acb52270906707fc58e992edf9,0.75,5,5,True
15,1,S0_agentic_governed_2107|29|7e75a0f6af5da011fab7121f4a4631a3f7a6428616871ca98e41c564348b7133,S0,2107,ok,3.2762409720016876,2903,0,399,3156.0,b1ac1b420e0579cf33e542a5dda212ce15b622b527b3c12587f2a5e48b1d5b83,0.75,5,5,True
15,2,S0_agentic_governed_2107|29|7e75a0f6af5da011fab7121f4a4631a3f7a6428616871ca98e41c564348b7133,S0,2107,ok,3.681270253000548,2903,1792,395,3156.0,a95b2030ab266fc46e151085dc0f98f04126bc94957ee694edbd19600a0c8086,0.75,5,5,True
15,3,S0_agentic_governed_2107|29|7e75a0f6af5da011fab7121f4a4631a3f7a6428616871ca98e41c564348b7133,S0,2107,ok,3.519712362001883,2903,1792,395,3156.0,edf3aa19bf1c90cd83e30676e3e82258f0853271903453232dc691fd31986c83,0.75,5,5,True
15,4,S0_agentic_governed_2107|29|7e75a0f6af5da011fab7121f4a4631a3f7a6428616871ca98e41c564348b7133,S0,2107,ok,3.274838102999638,2903,1792,394,3156.0,bf386329351a6e3644854d07cc290e41fce884ce969b45a7dd34a94ca3a365fd,0.75,5,5,True
16,0,S1_agentic_governed_3108|21|fde41f9f846e03030954b067ba1f9c5f201304e89f5ab8a452372baa41c3f2b3,S1,3108,ok,3.5244116520007083,2895,0,397,3148.0,424514f293713a6d68a89ce98e41dea7d8b928d0b83128942987cc82d4b7c532,0.5,5,5,True
16,1,S1_agentic_governed_3108|21|fde41f9f846e03030954b067ba1f9c5f201304e89f5ab8a452372baa41c3f2b3,S1,3108,ok,3.0961046069969598,2895,1792,397,3148.0,6526f3fe275bc11e655c515d6bdaba993646d45c0e2c8c28ad9cae9d04716118,0.5,5,5,True
16,2,S1_agentic_governed_3108|21|fde41f9f846e03030954b067ba1f9c5f201304e89f5ab8a452372baa41c3f2b3,S1,3108,ok,2.967790849001176,2895,1792,397,3148.0,f87c9371316a76d82a581a6481b7230ba1519d7f0c171dcc4f39cc446e837968,0.5,5,5,True
16,3,S1_agentic_governed_3108|21|fde41f9f846e03030954b067ba1f9c5f201304e89f5ab8a452372baa41c3f2b3,S1,3108,ok,3.7422867239984043,2895,1792,401,3148.0,fe06745ed153c1eada5a0226cdb1ccdf02c144d88f7d9303c5303c96287e02ab,0.5,5,5,True
16,4,S1_agentic_governed_3108|21|fde41f9f846e03030954b067ba1f9c5f201304e89f5ab8a452372baa41c3f2b3,S1,3108,ok,4.793580272998952,2895,1792,401,3148.0,6fc5ed6ec659f6c376aed39012eeff59c6aa1672fc9d7dacc103118be7fadf29,0.5,5,5,True
17,0,S2_agentic_governed_2102|13|e184b480dedf1dac5a1095a7aa5ba97a4e35a18384ac88540f46429350099ab9,S2,2102,ok,3.499236756000755,2907,0,399,3160.0,f8bd5c4801a52f3f0199f59f2dbd449428a4f14e69a60f5f54d317eef04ba966,0.5,5,5,True
17,1,S2_agentic_governed_2102|13|e184b480dedf1dac5a1095a7aa5ba97a4e35a18384ac88540f46429350099ab9,S2,2102,ok,3.1685496059981233,2907,1792,401,3160.0,5c99093bf6da10bfea711f44b9a0dc891fe53fbd74fb3ee6ea46ecbf19c02503,0.5,5,5,True
17,2,S2_agentic_governed_2102|13|e184b480dedf1dac5a1095a7aa5ba97a4e35a18384ac88540f46429350099ab9,S2,2102,ok,4.206816090998473,2907,1792,401,3160.0,bab36f38f450a589536bd6b146f9cf6371349467692273ea1606ce1aaafa32c2,0.5,5,5,True
17,3,S2_agentic_governed_2102|13|e184b480dedf1dac5a1095a7aa5ba97a4e35a18384ac88540f46429350099ab9,S2,2102,ok,3.806149881998863,2907,1792,397,3160.0,3f2989f86cb9be3dd83406dcc6341a920b08438cdef8ae7c250c5b5155744b1c,0.5,5,5,True
17,4,S2_agentic_governed_2102|13|e184b480dedf1dac5a1095a7aa5ba97a4e35a18384ac88540f46429350099ab9,S2,2102,ok,3.297842872001638,2907,0,401,3160.0,3e2535e73c04e2cb7cdfb3fb2ef502ab109d1c6d81db1ce3b522e93f8988ed4d,0.5,5,5,True
18,0,S2_agentic_governed_2105|27|7c161fa3364c05dab4212441411b170f3ab43b6f036838e67e0e6d75b47802f9,S2,2105,ok,2.9102363450001576,2893,0,397,3146.0,17db3d338521d5559c57e8e693e0425efb1b2c59f70e10c1ee3b9e057f8dfc4e,0.55,5,5,True
18,1,S2_agentic_governed_2105|27|7c161fa3364c05dab4212441411b170f3ab43b6f036838e67e0e6d75b47802f9,S2,2105,ok,13.043824812997627,2893,1792,399,3146.0,b058d05d7dbb01a39243ac577f21fd4e719e9a6d754ae38d6f3ddf08dcde8b41,0.55,5,5,True
18,2,S2_agentic_governed_2105|27|7c161fa3364c05dab4212441411b170f3ab43b6f036838e67e0e6d75b47802f9,S2,2105,ok,3.395088688001124,2893,1792,395,3146.0,ad2b30be5baa2776adc7b345969f79048ebc8e53748615445c4ccb861e7901b0,0.55,5,5,True
18,3,S2_agentic_governed_2105|27|7c161fa3364c05dab4212441411b170f3ab43b6f036838e67e0e6d75b47802f9,S2,2105,ok,2.9719227780005895,2893,1792,397,3146.0,4259d657910a3790312bbfb2023c584583c323ee9b155986a06ef278b582dac0,0.55,5,5,True
18,4,S2_agentic_governed_2105|27|7c161fa3364c05dab4212441411b170f3ab43b6f036838e67e0e6d75b47802f9,S2,2105,ok,3.4672058210016985,2893,0,401,3146.0,fc8ab7307bae73dbeadd4e19ada8638ba1c33163a17e1df0a7da75685aeae1e1,0.55,5,5,True
19,0,S2_agentic_governed_2115|10|0de54d69820f20b375fd8ae655dd45c9224d3165e422712ae9c082bb7aef181a,S2,2115,ok,3.5770940059992427,2909,0,394,3162.0,9fe86a00c48510abb0f2e23dee5342efc9aeb5d589fad2862f79a0eaad3b1e98,0.375,5,5,True
